"ensembl_gene_id","entrezgene","gene_name","description","biotype","baseMean","log2FoldChange","fold_change","pvalue","padj","12475_WT","12409_WT","12408_WT","12406_KO","12403_KO","12401_KO","12329_KO","12287_WT","12281_KO","12280_WT"
"ENSMUSG00000026109",56363,"Tmeff2","transmembrane protein with EGF-like and two follistatin-like domains 2 ","protein_coding",2105.09859167227,0.0162821498541344,1.0113498525936,0.831954363708467,0.959570961136277,2051,2216,1972,2030,1999,2466,1911,2125,2186,2094
"ENSMUSG00000022454",54003,"Nell2","NEL-like 2 ","protein_coding",17842.5482160997,0.0193278222899005,1.01348716776925,0.831973299682837,0.959570961136277,16705,17056,16062,19761,16910,19734,18780,18988,14724,19705
"ENSMUSG00000086742",NA,"Gm16201","predicted gene 16201 ","processed_transcript",10.8825807268104,-0.0248897225944013,0.982895726722116,0.832030582649894,0.959570961136277,11,16,12,15,6,11,12,14,9,3
"ENSMUSG00000005251",72388,"Ripk4","receptor-interacting serine-threonine kinase 4 ","protein_coding",10.43587140307,0.0258924002456886,1.01810926383302,0.832079673209182,0.959570961136277,7,10,9,16,9,8,11,16,10,9
"ENSMUSG00000095847",NA,"Gm5451","predicted gene 5451 ","processed_pseudogene",40.2846588392419,-0.0274305093687966,0.981166233924799,0.83219476201958,0.959635167854662,43,49,39,29,24,46,29,41,70,33
"ENSMUSG00000016534",16784,"Lamp2","lysosomal-associated membrane protein 2 ","protein_coding",2411.50950479218,0.0182441670923675,1.01272619040694,0.832287624353807,0.959661659951498,2265,2640,2402,2419,2229,2596,2156,2553,2746,2110
"ENSMUSG00000021822",18792,"Plau","plasminogen activator, urokinase ","protein_coding",119.882952768026,-0.0235178123893003,0.98383084189557,0.832336564775912,0.959661659951498,149,120,102,104,121,132,115,134,121,100
"ENSMUSG00000021596",78771,"Mctp1","multiple C2 domains, transmembrane 1 ","protein_coding",922.275990600462,0.0185350503687431,1.01293040183336,0.832481976738794,0.959711009995434,859,908,862,1015,851,1051,816,903,912,1044
"ENSMUSG00000036327",227638,"Qsox2","quiescin Q6 sulfhydryl oxidase 2 ","protein_coding",724.964751069654,-0.0179771210325521,0.987616523429704,0.83254780309416,0.959711009995434,697,800,721,709,640,827,644,718,780,714
"ENSMUSG00000033854",72258,"Kcnk10","potassium channel, subfamily K, member 10 ","protein_coding",83.4862522212433,0.0267986760037739,1.0187490231637,0.832557619617139,0.959711009995434,64,97,81,88,118,85,78,90,54,80
"ENSMUSG00000034872",209047,"Gipc3","GIPC PDZ domain containing family, member 3 ","protein_coding",19.9435543420117,0.0266473313496796,1.01864215779904,0.832813540264507,0.959786808248585,21,12,24,30,19,16,28,19,9,21
"ENSMUSG00000026614",226781,"Slc30a10","solute carrier family 30, member 10 ","protein_coding",421.078522908159,-0.025263688854493,0.982640979742941,0.832818618130907,0.959786808248585,458,436,461,465,523,375,454,380,261,399
"ENSMUSG00000095567",57741,"Noc2l","NOC2 like nucleolar associated transcriptional repressor ","protein_coding",1936.30175976393,-0.0139827025462465,0.990354745899619,0.832875257807093,0.959786808248585,1975,1844,1913,1931,1904,1859,2163,1951,1773,2050
"ENSMUSG00000021972",219150,"Hmbox1","homeobox containing 1 ","protein_coding",837.376798902526,-0.0265765539509582,0.981747174609946,0.832880145562614,0.959786808248585,868,756,823,974,1044,689,959,917,458,885
"ENSMUSG00000030374",97387,"Strn4","striatin, calmodulin binding protein 4 ","protein_coding",7389.22082375324,-0.013668870415852,0.990570203039488,0.832920486083483,0.959786808248585,7754,6839,6966,7126,7474,7800,7514,7970,6844,7603
"ENSMUSG00000025877",212032,"Hk3","hexokinase 3 ","protein_coding",46.0245102408802,0.0257432148367327,1.01800398919789,0.833256454596281,0.960073217256961,53,40,49,48,52,39,50,39,44,46
"ENSMUSG00000090125",18991,"Pou3f1","POU domain, class 3, transcription factor 1 ","protein_coding",1304.99175230183,0.0273390533984169,1.01913067835749,0.83329076650245,0.960073217256961,706,1405,744,1250,1448,1409,1686,1828,865,1709
"ENSMUSG00000062661",14299,"Ncs1","neuronal calcium sensor 1 ","protein_coding",11515.452720238,-0.0183186053124991,0.987382783382806,0.833369287160369,0.960073217256961,11720,11950,11102,11559,12760,11529,12372,11663,8936,11563
"ENSMUSG00000087466",NA,"A330041J22Rik","RIKEN cDNA A330041J22 gene ","antisense",35.6419080956054,0.0272744074068617,1.01908501296369,0.83341762018624,0.960073217256961,30,48,33,28,29,47,36,37,43,27
"ENSMUSG00000032593",320844,"Amigo3","adhesion molecule with Ig like domain 3 ","protein_coding",59.1541251242192,0.0264494931375019,1.01850247995964,0.833514221847818,0.960073217256961,47,68,69,58,51,65,71,40,55,68
"ENSMUSG00000058246",NA,"Gm10037","predicted gene 10037 ","protein_coding",44.2399893962036,-0.0260737745868835,0.982089373221811,0.833525676423623,0.960073217256961,46,38,42,35,44,45,38,48,56,51
"ENSMUSG00000041057",72515,"Wdr43","WD repeat domain 43 ","protein_coding",589.695882069713,-0.0146297105585893,0.989910699322957,0.833613068487851,0.960105410882471,600,624,601,543,567,584,592,556,647,582
"ENSMUSG00000037017",22697,"Zscan21","zinc finger and SCAN domain containing 21 ","protein_coding",494.142275347619,0.0241619264354086,1.01688880131887,0.833795555120254,0.960162942961033,405,538,537,437,442,571,396,451,653,511
"ENSMUSG00000104671",NA,"Gm43062","predicted gene 43062 ","lincRNA",11.0414047379951,0.025513948120825,1.01784222535956,0.833835612865907,0.960162942961033,10,11,13,10,17,13,11,6,5,14
"ENSMUSG00000027257",80708,"Pacsin3","protein kinase C and casein kinase substrate in neurons 3 ","protein_coding",1177.35776415447,0.0134460940550897,1.00936368976914,0.833841357164092,0.960162942961033,1229,1170,1256,1122,1196,1195,1226,1148,1177,1055
"ENSMUSG00000051650",53625,"B3gnt2","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2 ","protein_coding",52.4824690921996,0.0269796489295815,1.01887682394637,0.833999888559049,0.96025186599235,55,66,35,36,49,60,50,47,71,55
"ENSMUSG00000052031",380608,"Tagap1","T cell activation GTPase activating protein 1 ","protein_coding",771.536470015768,-0.0169890982877287,0.988293119500702,0.83405295676378,0.96025186599235,764,728,812,740,710,734,728,785,921,793
"ENSMUSG00000040446",225283,"Rprd1a","regulation of nuclear pre-mRNA domain containing 1A ","protein_coding",1604.09869183029,-0.0172969931850541,0.988082223967032,0.834265447773439,0.96025186599235,1639,1537,1512,1629,1408,1703,1418,1657,1811,1727
"ENSMUSG00000025816",57743,"Sec61a2","Sec61, alpha subunit 2 (S. cerevisiae) ","protein_coding",613.332645356767,-0.0147518846644754,0.989826872644156,0.834298651425385,0.96025186599235,625,601,632,617,591,607,564,573,672,651
"ENSMUSG00000104913",NA,"Gm6560","predicted gene 6560 ","processed_pseudogene",98.929475860375,0.0253549300440351,1.01773004198829,0.834299341894818,0.96025186599235,96,114,73,78,85,102,107,109,130,95
"ENSMUSG00000086496",NA,"Gm14204","predicted gene 14204 ","processed_transcript",170.258016731598,0.01901915174609,1.01327035121224,0.83433109611988,0.96025186599235,164,167,169,172,188,151,185,175,161,172
"ENSMUSG00000103731",NA,"Gm17530","predicted gene, 17530 ","TEC",13.0191059150924,0.0255211078916599,1.01784727669401,0.834369055428311,0.96025186599235,16,10,11,10,17,15,21,12,4,15
"ENSMUSG00000015961",11566,"Adss","adenylosuccinate synthetase, non muscle ","protein_coding",2015.86393246588,0.017394370879742,1.01212983605489,0.834394188905561,0.96025186599235,1932,1905,1992,1883,1907,2010,1878,2106,2471,2074
"ENSMUSG00000030681",78388,"Mvp","major vault protein ","protein_coding",227.658369665298,-0.0239032176267274,0.983568053914551,0.834673119754402,0.960342428739242,224,205,251,238,267,181,271,227,167,245
"ENSMUSG00000015354",76477,"Pcolce2","procollagen C-endopeptidase enhancer 2 ","protein_coding",155.450280992949,0.0270935208610927,1.01895724707637,0.834737326617317,0.960342428739242,100,121,125,185,140,177,157,299,134,116
"ENSMUSG00000033706",232187,"Smyd5","SET and MYND domain containing 5 ","protein_coding",1238.6972353494,-0.0110157957956456,0.992393509097153,0.834757456475035,0.960342428739242,1252,1243,1225,1254,1160,1207,1263,1219,1286,1278
"ENSMUSG00000028999",72772,"Rint1","RAD50 interactor 1 ","protein_coding",394.902261265792,0.0185967073449226,1.01297369272885,0.834785873432808,0.960342428739242,399,422,406,383,366,388,370,361,482,371
"ENSMUSG00000023027",11908,"Atf1","activating transcription factor 1 ","protein_coding",265.355672209295,0.0177129334611181,1.01235334988448,0.834798259470471,0.960342428739242,255,246,278,297,288,244,260,274,247,266
"ENSMUSG00000051695",23983,"Pcbp1","poly(rC) binding protein 1 ","protein_coding",4854.40288978672,0.0132320369022822,1.00921393844721,0.834829621218902,0.960342428739242,4831,4639,4673,4593,4617,5135,5306,5214,4741,4796
"ENSMUSG00000051469",59057,"Zfp24","zinc finger protein 24 ","protein_coding",1084.04346953662,0.0193277207609431,1.01348709644559,0.834948008380602,0.960376385201198,1021,1224,1139,1016,1074,1163,935,1026,1275,968
"ENSMUSG00000057561",13664,"Eif1a","eukaryotic translation initiation factor 1A ","protein_coding",1134.858309807,0.0182655475618921,1.01274119893008,0.834989107341822,0.960376385201198,1045,1126,1153,1104,1073,1174,982,1123,1384,1185
"ENSMUSG00000050423",76487,"Ppp1r3g","protein phosphatase 1, regulatory (inhibitor) subunit 3G ","protein_coding",471.78630358133,0.0238384256307369,1.01666080617334,0.835037515711096,0.960376385201198,500,603,501,409,507,498,488,342,482,387
"ENSMUSG00000097796",NA,"Gm16702","predicted gene, 16702 ","lincRNA",42.0154442494571,-0.0270817703071294,0.981403437451158,0.835145035290524,0.960407401148122,41,57,43,28,43,50,30,30,57,44
"ENSMUSG00000023994",18044,"Nfya","nuclear transcription factor-Y alpha ","protein_coding",483.011572661088,-0.0156196857144917,0.989231657103207,0.835183404936015,0.960407401148122,502,523,442,479,467,509,443,502,504,459
"ENSMUSG00000035576",241764,"L3mbtl1","l(3)mbt-like (Drosophila) ","protein_coding",94.4893363743756,-0.0265719353905367,0.981750317523572,0.835316093433854,0.960438365787237,97,86,104,106,125,59,108,84,66,109
"ENSMUSG00000070720",623230,"Tmem200b","transmembrane protein 200B ","protein_coding",150.629578959509,-0.0249287728287143,0.982869122493299,0.83541786394681,0.960438365787237,200,176,138,125,167,127,160,124,165,125
"ENSMUSG00000020256",216188,"Aldh1l2","aldehyde dehydrogenase 1 family, member L2 ","protein_coding",57.4722672529773,-0.025136667579222,0.982727499625311,0.835454470578471,0.960438365787237,61,45,64,68,62,59,48,64,47,58
"ENSMUSG00000026471",15064,"Mr1","major histocompatibility complex, class I-related ","protein_coding",185.025372122257,-0.0251471302610273,0.982720372736013,0.835514564814639,0.960438365787237,175,238,210,201,161,186,172,198,192,116
"ENSMUSG00000025094",214084,"Slc18a2","solute carrier family 18 (vesicular monoamine), member 2 ","protein_coding",109.428213427058,-0.0258295912714765,0.982255610803581,0.835532809443587,0.960438365787237,105,112,112,145,124,94,110,104,66,123
"ENSMUSG00000074922",68034,"Fam122a","family with sequence similarity 122, member A ","protein_coding",378.299024242524,-0.0188126852200889,0.987044692203624,0.835588509086984,0.960438365787237,389,349,387,383,303,404,405,417,383,364
"ENSMUSG00000027709",72039,"Mccc1","methylcrotonoyl-Coenzyme A carboxylase 1 (alpha) ","protein_coding",374.078158651399,-0.018007058097958,0.987596029816806,0.835676082598878,0.960438365787237,337,400,373,367,336,351,390,420,414,353
"ENSMUSG00000032849",239273,"Abcc4","ATP-binding cassette, sub-family C (CFTR/MRP), member 4 ","protein_coding",298.74609631222,-0.0240938560924292,0.983438093312081,0.835686032242065,0.960438365787237,281,320,309,353,321,265,345,297,191,304
"ENSMUSG00000061650",192191,"Med9","mediator complex subunit 9 ","protein_coding",1480.07062593085,0.0154285385344915,1.01075163584622,0.835802564123467,0.960442807866749,1523,1510,1482,1373,1366,1539,1448,1403,1720,1438
"ENSMUSG00000040177",68277,"2310057M21Rik","RIKEN cDNA 2310057M21 gene ","protein_coding",503.549884622289,0.0157735847500944,1.01099340401338,0.835897113205497,0.960442807866749,520,477,462,545,466,478,540,537,504,506
"ENSMUSG00000021891",67011,"Mettl6","methyltransferase like 6 ","protein_coding",391.927007707211,0.0225017516986051,1.0157192942013,0.83596937781927,0.960442807866749,338,427,428,352,408,388,324,341,507,406
"ENSMUSG00000066721",101544,"Zfp575","zinc finger protein 575 ","protein_coding",322.019442878529,0.0202022846741763,1.0141016601104,0.836004827026277,0.960442807866749,362,299,272,288,311,320,389,341,316,322
"ENSMUSG00000026051",78896,"1500015O10Rik","RIKEN cDNA 1500015O10 gene ","protein_coding",210.54510882481,-0.0126195273141789,0.991290955584083,0.83606909542831,0.960442807866749,41,68,58,468,61,61,277,934,106,31
"ENSMUSG00000097837",NA,"Gm26794","predicted gene, 26794 ","lincRNA",78.5463397385364,0.0257025567164806,1.0179753001512,0.836102811563962,0.960442807866749,67,70,68,91,97,67,83,79,59,104
"ENSMUSG00000030350",381813,"Prmt8","protein arginine N-methyltransferase 8 ","protein_coding",2723.67680905008,-0.0146067679004455,0.989926441640431,0.836148554548808,0.960442807866749,3085,2615,2803,2639,2778,2478,2786,2552,2863,2639
"ENSMUSG00000074461",NA,"Gm10699","predicted gene 10699 ","TEC",450.243575883917,-0.0238451114931551,0.983607669000227,0.83624443258745,0.960442807866749,534,423,483,419,336,485,396,396,590,440
"ENSMUSG00000030301",67015,"Ccdc91","coiled-coil domain containing 91 ","protein_coding",1247.98233946498,0.0149077271714245,1.01038682144206,0.836389971674897,0.960442807866749,1290,1180,1304,1206,1177,1244,1201,1205,1449,1225
"ENSMUSG00000044150",382252,"A830080D01Rik","RIKEN cDNA A830080D01 gene ","protein_coding",159.824921538743,0.019873069190965,1.01387027380271,0.836401521773173,0.960442807866749,153,151,161,157,188,142,151,174,166,154
"ENSMUSG00000004415",140709,"Col26a1","collagen, type XXVI, alpha 1 ","protein_coding",131.493644038114,-0.0254590546250697,0.982507922229723,0.836515562839821,0.960442807866749,142,116,155,114,117,95,148,107,176,147
"ENSMUSG00000028125",11304,"Abca4","ATP-binding cassette, sub-family A (ABC1), member 4 ","protein_coding",103.190066370382,-0.0134520726304644,0.990719069956479,0.836642400746233,0.960442807866749,38,31,29,256,48,28,118,422,31,33
"ENSMUSG00000067916",666532,"Zfp991","zinc finger protein 991 ","protein_coding",32.2071097859585,-0.0268399530475182,0.981567949127858,0.836728284433973,0.960442807866749,31,32,26,48,33,20,23,34,33,41
"ENSMUSG00000030779",19647,"Rbbp6","retinoblastoma binding protein 6 ","protein_coding",1849.41847916703,-0.0178261270501615,0.987719893824512,0.836750418885525,0.960442807866749,1868,1648,1877,1964,1985,1692,1995,2019,1545,1902
"ENSMUSG00000086604",NA,"Gm15510","predicted gene 15510 ","antisense",21.1040489151667,-0.019440287851477,0.986615400422286,0.836766683976155,0.960442807866749,15,10,10,8,30,26,35,28,2,48
"ENSMUSG00000028744",212555,"Pqlc2","PQ loop repeat containing 2 ","protein_coding",252.924834353319,0.0181800929474327,1.01268121338691,0.836891683126224,0.960442807866749,260,247,226,258,266,237,282,280,231,243
"ENSMUSG00000026972",215705,"Arrdc1","arrestin domain containing 1 ","protein_coding",159.73657128134,-0.0223463545657579,0.984630029768403,0.836909695922626,0.960442807866749,176,156,174,133,148,136,192,154,183,146
"ENSMUSG00000079547",14999,"H2-DMb1","histocompatibility 2, class II, locus Mb1 ","protein_coding",39.0186768542092,0.0264895633428134,1.01853076880039,0.836912424954147,0.960442807866749,44,38,36,35,35,40,36,49,52,25
"ENSMUSG00000055415",319767,"Atp10b","ATPase, class V, type 10B ","protein_coding",33.8127639495856,-0.0252923253310428,0.982621475207815,0.836912884040411,0.960442807866749,40,23,33,31,53,41,31,41,8,38
"ENSMUSG00000041544",242748,"Ptchd2","patched domain containing 2 ","protein_coding",1100.81846709482,-0.0252890536238479,0.982623703574382,0.837127396960357,0.960442807866749,1117,1146,1172,1305,1290,991,1232,1045,612,1099
"ENSMUSG00000107317",NA,"Gm19719","predicted gene, 19719 ","antisense",24.3437239580042,0.0260631622631297,1.01822977764663,0.837155839423635,0.960442807866749,16,33,26,21,14,25,20,22,45,22
"ENSMUSG00000041471",75698,"Fam35a","family with sequence similarity 35, member A ","protein_coding",93.2938305729452,-0.0219004344163036,0.984934414423312,0.837168193539649,0.960442807866749,81,104,98,92,96,92,80,100,102,88
"ENSMUSG00000018474",216848,"Chd3","chromodomain helicase DNA binding protein 3 ","protein_coding",11360.8406945479,-0.0265845684466113,0.981741720798582,0.837190910111023,0.960442807866749,12133,10597,10864,13159,13737,9949,13923,11188,5098,12961
"ENSMUSG00000038604",75687,"Fam65a","family with sequence similarity 65, member A ","protein_coding",2516.58885284885,-0.0255835376243541,0.982423150151705,0.837193095479681,0.960442807866749,2544,2330,2280,2930,2991,2111,2941,2834,1437,2767
"ENSMUSG00000072487",268816,"Mroh5","maestro heat-like repeat family member 5 ","protein_coding",63.693254758469,-0.0251401006983894,0.982725161073846,0.837250657976457,0.960442807866749,69,65,57,56,83,51,68,76,56,57
"ENSMUSG00000036948",231807,"BC037034","cDNA sequence BC037034 ","protein_coding",1357.1924789771,0.0191555821070076,1.01336617699141,0.837344482779919,0.960442807866749,1334,1284,1226,1492,1326,1316,1596,1451,1109,1438
"ENSMUSG00000071256",449521,"Zfp213","zinc finger protein 213 ","protein_coding",146.844560121536,0.019604780953317,1.01368174873612,0.837352780961087,0.960442807866749,140,136,150,153,133,135,159,145,161,158
"ENSMUSG00000022800",69823,"Fyttd1","forty-two-three domain containing 1 ","protein_coding",1996.7662497303,0.0193068633736124,1.0134724443261,0.837354855149799,0.960442807866749,1979,2032,2002,1934,1829,1968,1744,1922,2588,1969
"ENSMUSG00000038736",67429,"Nudcd1","NudC domain containing 1 ","protein_coding",377.557293500552,0.0221637107062248,1.01548132669915,0.837661645350517,0.96067042705768,376,362,319,364,300,427,343,416,473,395
"ENSMUSG00000052848",NA,"C130026L21Rik","RIKEN cDNA C130026L21 gene ","lincRNA",101.956434482812,-0.0218678150597007,0.984956684057014,0.837705830329519,0.96067042705768,119,101,101,94,90,102,99,100,120,93
"ENSMUSG00000048100",99730,"Taf13","TATA-box binding protein associated factor 13 ","protein_coding",859.496652248714,0.0245040239976666,1.01712995861005,0.837776498397351,0.96067042705768,966,1055,881,717,807,957,766,635,1104,708
"ENSMUSG00000021238",104776,"Aldh6a1","aldehyde dehydrogenase family 6, subfamily A1 ","protein_coding",1962.57610979065,-0.0196614322767253,0.986464178044677,0.837903089191147,0.96067042705768,1914,2438,1991,1911,2090,2163,1707,1850,1861,1701
"ENSMUSG00000040140",210510,"Tdrd6","tudor domain containing 6 ","protein_coding",14.6899394094233,-0.0262603155281113,0.981962396953461,0.837924776260685,0.96067042705768,15,11,18,13,20,16,10,14,13,18
"ENSMUSG00000054277",66251,"Arfgap3","ADP-ribosylation factor GTPase activating protein 3 ","protein_coding",660.863927293141,0.0161757848349831,1.01127529194286,0.837944208723044,0.96067042705768,653,645,677,669,593,662,635,608,767,699
"ENSMUSG00000073207",434778,"Ccdc160","coiled-coil domain containing 160 ","protein_coding",63.0653688812817,0.0248184589961395,1.01735166597226,0.83798544952517,0.96067042705768,65,56,67,55,59,62,55,56,89,67
"ENSMUSG00000002489",21844,"Tiam1","T cell lymphoma invasion and metastasis 1 ","protein_coding",1856.56724775244,-0.0264863596651345,0.981808553314897,0.838029118204724,0.96067042705768,1837,1494,1752,2539,2239,1409,1975,2274,966,2081
"ENSMUSG00000051029",282663,"Serpinb1b","serine (or cysteine) peptidase inhibitor, clade B, member 1b ","protein_coding",18.6397357562,0.024725124939957,1.0172858513105,0.838090365112,0.960670757992708,14,10,10,28,14,19,17,37,19,20
"ENSMUSG00000027185",98956,"Nat10","N-acetyltransferase 10 ","protein_coding",668.930566697822,-0.0146684432645727,0.989884123085919,0.838148360675659,0.960670757992708,661,654,659,676,716,656,699,693,577,697
"ENSMUSG00000040350",94089,"Trim7","tripartite motif-containing 7 ","protein_coding",42.2737172772793,0.0263349021189906,1.01842158510782,0.83820832163539,0.960671312783284,37,42,41,61,50,35,33,53,36,36
"ENSMUSG00000030735",NA,"Gm9755","predicted pseudogene 9755 ","processed_pseudogene",55.4187039173752,-0.0255549816140894,0.982442595954464,0.838345804395044,0.9607591477265,64,60,60,47,39,61,55,51,71,46
"ENSMUSG00000021546",15387,"Hnrnpk","heterogeneous nuclear ribonucleoprotein K ","protein_coding",8859.08543974977,0.00912876515044859,1.00634763923766,0.838488596695204,0.9607591477265,8506,8776,8707,8955,8652,8796,8655,9147,9384,9013
"ENSMUSG00000028747",15565,"Htr6","5-hydroxytryptamine (serotonin) receptor 6 ","protein_coding",145.011433434286,0.0211658923859693,1.01477922714334,0.83853430116842,0.9607591477265,163,130,121,149,146,139,167,145,129,161
"ENSMUSG00000056310",100929,"Tyw1","tRNA-yW synthesizing protein 1 homolog (S. cerevisiae) ","protein_coding",397.87747888977,-0.0204634010648796,0.985915972348592,0.838660538771866,0.9607591477265,427,356,391,441,385,371,464,432,311,403
"ENSMUSG00000005968",22156,"Tuft1","tuftelin 1 ","protein_coding",69.2080313835925,0.0262409374743433,1.01835525611707,0.838747490126394,0.9607591477265,46,55,59,66,55,85,75,99,71,82
"ENSMUSG00000097730",NA,"Gm26588","predicted gene, 26588 ","antisense",90.966270047083,0.0243564181537923,1.01702589874877,0.83875459725981,0.9607591477265,104,105,99,86,99,100,86,84,89,59
"ENSMUSG00000032407",67958,"U2surp","U2 snRNP-associated SURP domain containing ","protein_coding",1303.52613922502,-0.0192056857916748,0.986775850703935,0.838783511763744,0.9607591477265,1259,1175,1306,1497,1389,1212,1318,1353,1049,1475
"ENSMUSG00000062070",18655,"Pgk1","phosphoglycerate kinase 1 ","protein_coding",14226.7190724732,0.0220820912990538,1.01542387821763,0.838823107231448,0.9607591477265,13576,14546,14357,12500,11468,15691,12863,14231,19314,13721
"ENSMUSG00000017692",246104,"Rhbdl3","rhomboid, veinlet-like 3 (Drosophila) ","protein_coding",367.831129698045,-0.024424147752725,0.983212970044969,0.838851201038563,0.9607591477265,363,400,295,438,400,320,420,395,238,410
"ENSMUSG00000004040",20848,"Stat3","signal transducer and activator of transcription 3 ","protein_coding",1182.92470437782,-0.0233020494337614,0.983977990196744,0.838879783332518,0.9607591477265,1192,1194,1225,1278,1437,1019,1336,1234,779,1134
"ENSMUSG00000027714",50911,"Exosc9","exosome component 9 ","protein_coding",557.201279205551,-0.024774618543088,0.982974149250975,0.839034579482534,0.96086830174432,472,466,687,447,436,507,591,611,770,585
"ENSMUSG00000049493",102502,"Pls1","plastin 1 (I-isoform) ","protein_coding",320.911307847782,0.0202549227516037,1.01413866123262,0.839253992805881,0.96104763010279,268,323,344,308,364,350,281,369,315,288
"ENSMUSG00000030865",70261,"Chp2","calcineurin-like EF hand protein 2 ","protein_coding",58.0893163870996,0.0263986994434149,1.01846662165887,0.839364975776729,0.96104763010279,68,79,58,59,58,55,38,34,86,46
"ENSMUSG00000029291",52822,"Rufy3","RUN and FYVE domain containing 3 ","protein_coding",5896.20727872946,-0.0125447652547649,0.991342326713467,0.839452886983909,0.96104763010279,5830,5782,6100,5836,5557,5839,5495,6007,6620,5897
"ENSMUSG00000032062",66952,"2310030G06Rik","RIKEN cDNA 2310030G06 gene ","protein_coding",36.9769814753153,0.0263805592877185,1.01845381574604,0.839482901147525,0.96104763010279,46,32,30,35,26,35,29,36,63,38
"ENSMUSG00000022722",56297,"Arl6","ADP-ribosylation factor-like 6 ","protein_coding",678.677872320909,0.0242133270221698,1.01692503185319,0.839513197681475,0.96104763010279,676,673,720,566,555,697,586,654,1030,630
"ENSMUSG00000024134",20472,"Six2","sine oculis-related homeobox 2 ","protein_coding",22.6357906655947,-0.0247176879963105,0.983012939402992,0.839706848643343,0.96104763010279,38,11,35,31,18,18,16,14,27,18
"ENSMUSG00000038976",217124,"Ppp1r9b","protein phosphatase 1, regulatory subunit 9B ","protein_coding",36059.9016941025,0.0225177585181408,1.0157305637525,0.839714973297145,0.96104763010279,38464,35291,35216,36895,40096,37695,43618,34506,23847,34970
"ENSMUSG00000029673",NA,"Auts2","autism susceptibility candidate 2 ","protein_coding",1218.36846879743,0.0262508204010394,1.01836223220317,0.839718172305996,0.96104763010279,1226,1040,1084,1636,1680,1015,1430,1385,451,1236
"ENSMUSG00000031201",210766,"Brcc3","BRCA1/BRCA2-containing complex, subunit 3 ","protein_coding",855.897288510276,0.0221859537589493,1.01549698321572,0.839726671845015,0.96104763010279,860,949,854,780,707,910,761,779,1165,793
"ENSMUSG00000037242",29876,"Clic4","chloride intracellular channel 4 (mitochondrial) ","protein_coding",2913.66178787299,-0.0224109656133819,0.984585934133914,0.839920778318954,0.961079964388367,2662,3995,2916,2884,3320,3088,2574,2682,2553,2462
"ENSMUSG00000032243",319480,"Itga11","integrin alpha 11 ","protein_coding",35.8891709047971,-0.0255460910339379,0.982448650256523,0.840097854972847,0.961079964388367,37,41,44,34,43,33,35,32,32,29
"ENSMUSG00000075284",215280,"Wipf1","WAS/WASL interacting protein family, member 1 ","protein_coding",416.922439632983,0.0228909680820296,1.01599335622506,0.840122007146158,0.961079964388367,396,495,404,438,537,417,414,385,299,384
"ENSMUSG00000040616",214359,"Tmem51","transmembrane protein 51 ","protein_coding",204.451663598737,0.0227520054955561,1.01589549890854,0.840197940836406,0.961079964388367,238,203,226,161,198,222,199,175,253,171
"ENSMUSG00000037692",230793,"Ahdc1","AT hook, DNA binding motif, containing 1 ","protein_coding",1647.47998082358,-0.0262415427711355,0.981975174609757,0.840199584123851,0.961079964388367,1650,1389,1505,2052,2150,1088,2066,2011,725,1838
"ENSMUSG00000027620",170791,"Rbm39","RNA binding motif protein 39 ","protein_coding",3027.64403355472,-0.0154846990495833,0.989324219512917,0.840219583772965,0.961079964388367,2774,3335,3082,3261,3228,2878,3059,3007,2621,3030
"ENSMUSG00000030878",12585,"Cdr2","cerebellar degeneration-related 2 ","protein_coding",505.40531917635,-0.0205156508941145,0.985880266252077,0.840297070832358,0.961079964388367,447,573,552,478,525,469,497,584,536,394
"ENSMUSG00000070583",14349,"Fv1","Friend virus susceptibility 1 ","protein_coding",104.611168647765,0.0218491552699957,1.01525994217745,0.840298393287573,0.961079964388367,96,93,106,124,101,88,103,120,113,103
"ENSMUSG00000022369",105837,"Mtbp","Mdm2, transformed 3T3 cell double minute p53 binding protein ","protein_coding",47.9152577379994,0.0244886615052032,1.01711912779155,0.840317683742401,0.961079964388367,45,50,47,45,49,56,46,57,47,38
"ENSMUSG00000052920",19091,"Prkg1","protein kinase, cGMP-dependent, type I ","protein_coding",71.7266742730527,-0.0258111394402397,0.982268173770911,0.840349946573608,0.961079964388367,68,72,75,100,79,64,71,82,38,68
"ENSMUSG00000015312",17873,"Gadd45b","growth arrest and DNA-damage-inducible 45 beta ","protein_coding",594.535587179705,-0.02482922074674,0.982936946975033,0.840662121609811,0.961326710412034,594,673,773,424,503,733,575,461,700,511
"ENSMUSG00000050860",237928,"Phospho1","phosphatase, orphan 1 ","protein_coding",95.1676439562802,0.023715014545817,1.01657384264791,0.840684731585561,0.961326710412034,93,89,103,107,89,75,122,108,89,77
"ENSMUSG00000037736",77569,"Limch1","LIM and calponin homology domains 1 ","protein_coding",2134.8562327545,-0.024399561863784,0.983229725748828,0.840865484771203,0.961409763859188,2000,2368,2104,2489,2712,1927,2144,2218,1268,2118
"ENSMUSG00000063229",16828,"Ldha","lactate dehydrogenase A ","protein_coding",11560.5513175246,0.0215454369934855,1.01504623066121,0.840925762634457,0.961409763859188,12020,12186,11796,9874,9578,12252,11186,10153,15465,11096
